カテゴリコードlv1,カテゴリコードlv2,カテゴリコードlv3,カテゴリ名lv1,カテゴリ名lv2,カテゴリ名lv3,カテゴリ名lv3_long
2501,46714,46717,コスメ、美容、ヘアケア,メンズヘアケア,シャンプー、リンス,コスメ、美容、ヘアケア > メンズヘアケア > メンズシャンプー、リンス
2501,46714,46724,コスメ、美容、ヘアケア,メンズヘアケア,トニック,コスメ、美容、ヘアケア > メンズヘアケア > トニック
2501,46714,46725,コスメ、美容、ヘアケア,メンズヘアケア,スタイリング,コスメ、美容、ヘアケア > メンズヘアケア > メンズヘアスタイリング、整髪料
2501,46714,46721,コスメ、美容、ヘアケア,メンズヘアケア,育毛、スカルプケア,コスメ、美容、ヘアケア > メンズヘアケア > メンズ育毛、スカルプケア
2501,46714,46718,コスメ、美容、ヘアケア,メンズヘアケア,ヘアカラー、白髪染め,コスメ、美容、ヘアケア > メンズヘアケア > メンズヘアカラー、白髪染め
2501,46714,46838,コスメ、美容、ヘアケア,メンズヘアケア,メンズウィッグ,コスメ、美容、ヘアケア > メンズヘアケア > メンズウィッグ
2501,46714,46720,コスメ、美容、ヘアケア,メンズヘアケア,医療用かつら,コスメ、美容、ヘアケア > メンズヘアケア > メンズ医療用かつら
2501,46737,46790,コスメ、美容、ヘアケア,メンズシェービング用品,シェービングフォーム、ローション,コスメ、美容、ヘアケア > メンズシェービング用品 > シェービングフォーム、ローション
2501,46737,46785,コスメ、美容、ヘアケア,メンズシェービング用品,メンズ剃刀,コスメ、美容、ヘアケア > メンズシェービング用品 > メンズ剃刀
2501,46737,46786,コスメ、美容、ヘアケア,メンズシェービング用品,メンズ剃刀替え刃,コスメ、美容、ヘアケア > メンズシェービング用品 > メンズ剃刀替え刃
2501,46737,46787,コスメ、美容、ヘアケア,メンズシェービング用品,電気シェーバー本体,コスメ、美容、ヘアケア > メンズシェービング用品 > メンズシェーバー電気本体
2501,46737,46788,コスメ、美容、ヘアケア,メンズシェービング用品,電気シェーバー替刃、アクセサリー,コスメ、美容、ヘアケア > メンズシェービング用品 > メンズシェーバー替刃、アクセサリー
2501,46737,46789,コスメ、美容、ヘアケア,メンズシェービング用品,鼻毛カッター,コスメ、美容、ヘアケア > メンズシェービング用品 > 鼻毛カッター
2501,46737,49149,コスメ、美容、ヘアケア,メンズシェービング用品,眉毛、フェイスシェーバー,美容家電 > 脱毛、除毛 > 眉毛、フェイスシェーバー
2501,1849,5022,コスメ、美容、ヘアケア,メンズスキンケア、メイク,クレンジング,コスメ、美容、ヘアケア > メンズスキンケア、メイク > クレンジング
2501,1849,1854,コスメ、美容、ヘアケア,メンズスキンケア、メイク,洗顔料,コスメ、美容、ヘアケア > メンズスキンケア、メイク > 洗顔料
2501,1849,5023,コスメ、美容、ヘアケア,メンズスキンケア、メイク,化粧水,コスメ、美容、ヘアケア > メンズスキンケア、メイク > 化粧水
2501,1849,5024,コスメ、美容、ヘアケア,メンズスキンケア、メイク,乳液,コスメ、美容、ヘアケア > メンズスキンケア、メイク > 乳液
2501,1849,5025,コスメ、美容、ヘアケア,メンズスキンケア、メイク,美容液,コスメ、美容、ヘアケア > メンズスキンケア、メイク > 美容液
2501,1849,5026,コスメ、美容、ヘアケア,メンズスキンケア、メイク,パック,コスメ、美容、ヘアケア > メンズスキンケア、メイク > パック
2501,1849,1850,コスメ、美容、ヘアケア,メンズスキンケア、メイク,油とり紙,コスメ、美容、ヘアケア > メンズスキンケア、メイク > 油とり紙
2501,1849,5027,コスメ、美容、ヘアケア,メンズスキンケア、メイク,アイケア,コスメ、美容、ヘアケア > メンズスキンケア、メイク > アイケア
2501,1849,5028,コスメ、美容、ヘアケア,メンズスキンケア、メイク,リップケア,コスメ、美容、ヘアケア > メンズスキンケア、メイク > リップケア
2501,1849,1855,コスメ、美容、ヘアケア,メンズスキンケア、メイク,メイクアップ,コスメ、美容、ヘアケア > メンズスキンケア、メイク > メイクアップ
2501,1849,1856,コスメ、美容、ヘアケア,メンズスキンケア、メイク,その他スキンケア、メイク,コスメ、美容、ヘアケア > メンズスキンケア、メイク > その他メンズスキンケア、メイク
2502,38338,49331,スマホ、タブレット、パソコン,スマホ,アンドロイド,スマホ、タブレット、パソコン > スマホ > アンドロイド
2502,38338,49332,スマホ、タブレット、パソコン,スマホ,Windows,スマホ、タブレット、パソコン > スマホ > Windows
2502,38338,38340,スマホ、タブレット、パソコン,スマホ,iPhone,スマートフォン、携帯電話 > 本体 > スマートフォン > iPhone
2502,21076,21077,スマホ、タブレット、パソコン,タブレットPC,iPad,タブレットPC端末、アクセサリー > iPad
2502,21076,21078,スマホ、タブレット、パソコン,タブレットPC,アンドロイドタブレット,スマホ、タブレット、パソコン > タブレットPC > アンドロイドタブレット
2502,21076,21079,スマホ、タブレット、パソコン,タブレットPC,Windowsタブレット,スマホ、PC、タブレット > タブレットPC > Windowsタブレット
2502,21076,49348,スマホ、タブレット、パソコン,タブレットPC,電子書籍リーダー,電子書籍リーダー
2502,21076,21080,スマホ、タブレット、パソコン,タブレットPC,PDA,タブレットPC端末、アクセサリー > PDA
2502,21076,14252,スマホ、タブレット、パソコン,タブレットPC,その他タブレットPC,スマホ、タブレット、パソコン > タブレットPC > その他タブレットPC
2502,38346,38488,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,モバイルルーター,スマートフォン、携帯電話 > 本体 > モバイルルーター
2502,38346,38351,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,モバイルバッテリー,スマートフォン、携帯電話 > スマホ、携帯充電器 > モバイルバッテリー
2502,38346,38356,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,スマホ、タブレット充電器,スマホ > スマホ充電器
2502,38346,50469,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,交換用バッテリー,交換用バッテリー
2502,38346,38347,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,スマホケース、カバー,スマホ、タブレット、パソコン > スマホ、タブレットアクセサリー、周辺機器 > スマホケース、カバー
2502,38346,38348,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,スマホ液晶保護フィルム,スマートフォン、携帯電話 > スマホ液晶保護フィルム
2502,38346,38352,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,スマホストラップ,スマートフォン、携帯電話 > 携帯ストラップ
2502,38346,39659,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,スマホスタンド,スマホアクセサリー > スマホスタンド
2502,38346,38357,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,自撮り棒、一脚、三脚,スマホ > アクセサリー >自撮り棒
2502,38346,39657,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,スマホカメラレンズ,スマホアクセサリー > カメラレンズ
2502,38346,38350,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,スマホ用デコシール,スマホ、タブレット、パソコン > スマホ、タブレットアクセサリー、周辺機器 > スマホ用デコシール
2502,38346,49337,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,タブレットPCケース,スマホ、PC、タブレット > スマホ、タブレットアクセサリー、周辺機器 > タブレットPCケース
2502,38346,49345,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,タブレット液晶保護フィルム,タブレットPCアクセサリー > タブレット液晶保護フィルム
2502,38346,49338,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,タブレットPCスタンド,スマホ、PC、タブレット > スマホ、タブレットアクセサリー、周辺機器 > タブレットPCスタンド
2502,38346,39658,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,ホールドリング,スマホアクセサリー > ホールドリング
2502,38346,49341,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,タッチペン,スマホ、タブレット、パソコン > スマホ、タブレットアクセサリー、周辺機器 > タッチペン
2502,38346,38349,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,イヤホンジャック、ピアス,スマホ、タブレット、パソコン > スマホ、タブレットアクセサリー、周辺機器 > イヤホンジャック、ピアス
2502,38346,50439,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,SIMカードアクセサリー,スマホ、タブレット、パソコン > スマホ、タブレットアクセサリー、周辺機器 > SIMカードアクセサリー
2502,38346,49512,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,イヤホン,テレビ、オーディオ、カメラ > オーディオ機器 > イヤホン、ヘッドホン > イヤホン
2502,38346,49513,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,ヘッドホン,テレビ、オーディオ、カメラ > オーディオ機器 > イヤホン、ヘッドホン > ヘッドホン
2502,38346,49347,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,イヤホンマイク、ヘッドセット,スマホ、タブレット、パソコン > パソコン周辺機器 > イヤホンマイク、 ヘッドセット
2502,38346,49511,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,スマホ対応スピーカー,テレビ、オーディオ、カメラ > スピーカー > スマホ対応スピーカー
2502,38346,39160,スマホ、タブレット、パソコン,スマホ、タブレットアクセサリー、周辺機器,スマホ、タブレットケーブル,スマホ > アクセサリー > スマホケーブル
